10.000000 0.067130 -1.771232 4.761327 
11.000000 0.038980 -8.572054 4.755263 
12.000000 0.058310 -8.639906 4.759834 
13.000000 0.070280 -1.851049 4.713126 
14.000000 0.043050 -1.855166 4.756132 
15.000000 0.031450 -8.911184 4.749542 
16.000000 0.028380 -8.945259 4.723371 
17.000000 0.022000 -8.997999 4.706969 
18.000000 0.041280 -1.919088 4.729120 
19.000000 0.012460 -9.096256 4.718091 
20.000000 0.008930 -1.939875 4.711170 
21.000000 0.013970 -9.178774 4.713869 
22.000000 0.011020 -1.955423 4.711508 
23.000000 0.016370 -9.233301 4.700037 
24.000000 0.009170 -9.268828 4.706504 
25.000000 0.015340 -1.979431 4.688449 
26.000000 0.016590 -9.309236 4.696809 
27.000000 0.011680 -9.337664 4.696277 
28.000000 0.007560 -9.352543 4.689792 
29.000000 0.008930 -1.999522 4.688458 
30.000000 0.009010 -9.389694 4.686198 
31.000000 0.009170 -9.406957 4.686193 
32.000000 0.017400 -2.012737 4.683491 
33.000000 0.005330 -9.433485 4.683773 
34.000000 0.009690 -9.455153 4.684950 
35.000000 0.006840 -9.466853 4.680623 
36.000000 0.007450 -9.480826 4.680081 
37.000000 0.006360 -2.029006 4.677746 
38.000000 0.004320 -9.502665 4.676998 
39.000000 0.003840 -9.505847 4.672509 
40.000000 0.005720 -2.037053 4.675311 
41.000000 0.004410 -2.038788 4.677309 
42.000000 0.005450 -2.042125 4.672218 
43.000000 0.002970 -9.553725 4.674143 
44.000000 0.003620 -9.560932 4.672858 
45.000000 0.004710 -9.568483 4.672474 
46.000000 0.005360 -2.050895 4.671005 
47.000000 0.004930 -9.585903 4.672768 
48.000000 0.003800 -2.053376 4.673369 
49.000000 0.003120 -9.601569 4.671193 
