10 0.067128
11 0.0389792
12 0.0583067
13 0.0702798
14 0.043046
15 0.0314478
16 0.0283813
17 0.0219978
18 0.041278
19 0.0124612
20 0.00892911
21 0.0139704
22 0.0110264
23 0.0163743
24 0.00916995
25 0.015347
26 0.0165915
27 0.0116798
28 0.00756739
29 0.00893031
30 0.0090063
31 0.009171
32 0.0174011
33 0.00533491
34 0.0096955
35 0.00684274
36 0.0074522
37 0.00635981
38 0.00432418
39 0.00384334
40 0.00571736
41 0.00441751
42 0.00544644
43 0.0029723
44 0.00361679
45 0.00471093
46 0.00536446
47 0.00493036
48 0.00380232
49 0.00312893
50 0.00525663
51 0.00440667
52 0.00162449
53 0.00275453
54 0.00312538
